sample_idx,target_class,distortion_type,distorted_snr,restored_snr,clean_canny_iou,distorted_canny_iou,restored_canny_iou,clean_grabcut_iou,distorted_grabcut_iou,restored_grabcut_iou,clean_dl_f1,distorted_dl_f1,restored_dl_f1
55,person,motion_blur,14.722037315368652,13.369232177734375,1.0,0.19522084195997239,0.13846337247422066,0.8372781065088757,0.5505931612002791,0.4584828610320505,1.0,1.0,1.0
56,person,salt_pepper,9.871805191040039,22.75710678100586,1.0,0.12631965223282335,0.3596969294164562,0.9458975141070611,0.7625387675824692,0.9550878798276716,1.0,1.0,1.0
56,person,overexposure,3.89070725440979,5.682502269744873,1.0,0.33245793210777164,0.3285302593659942,0.9458975141070611,0.9375452777671864,0.9370069738195953,1.0,1.0,1.0
56,person,motion_blur,18.508655548095703,16.947420120239258,1.0,0.17330529440870857,0.18116415958142576,0.9458975141070611,0.8501360544217688,0.819702842377261,1.0,1.0,1.0
57,person,salt_pepper,11.436868667602539,22.564790725708008,1.0,0.154368423719367,0.25653284432510315,0.42134486607142857,0.22724243882575057,0.3812631186945629,1.0,1.0,1.0
57,person,overexposure,2.7609901428222656,7.273900508880615,1.0,0.31918330715728066,0.28830859524518354,0.42134486607142857,0.07234594378912192,0.0,1.0,1.0,1.0
57,person,motion_blur,19.695035934448242,17.919858932495117,1.0,0.07217551773631331,0.11051950636942676,0.42134486607142857,0.44434107084709495,0.2867701129096816,1.0,0.6666666666666666,1.0
58,dog,salt_pepper,8.82380199432373,21.210420608520508,1.0,0.0787052557082728,0.1873133266960603,0.9595931704174145,0.9145717262309191,0.9614905111511289,1.0,1.0,1.0
58,dog,overexposure,-3.2200586795806885,9.656010627746582,1.0,0.15362457993278925,0.12135287485907553,0.9595931704174145,0.9504079493140071,0.942247729224095,1.0,1.0,0.0
58,dog,motion_blur,18.815000534057617,16.333473205566406,1.0,0.03599466745667308,0.07275089314712568,0.9595931704174145,0.7911512483873416,0.9274005732712289,1.0,1.0,1.0
64,person,salt_pepper,13.086360931396484,21.232177734375,1.0,0.23492769335366862,0.27545107645922645,0.0,0.0022696323195642307,0.0,0.4,0.0,0.6666666666666666
64,person,overexposure,5.6212592124938965,6.35166072845459,1.0,0.2835136622042912,0.2862512180409262,0.0,0.08970251716247139,0.1381657989587505,0.4,1.0,1.0
64,person,motion_blur,18.312652587890625,16.473011016845703,1.0,0.13135720734276257,0.14441388434355742,0.0,0.0,0.0,0.4,0.6666666666666666,0.5
69,sofa,salt_pepper,10.329817771911621,22.300838470458984,1.0,0.15964060637029467,0.3792586422324032,0.33206164486956047,0.31620685803641235,0.32688538776756854,0.8,0.5,0.5
69,sofa,overexposure,2.9201104640960693,6.131139278411865,1.0,0.36696005416384564,0.3522663682148853,0.33206164486956047,0.42412128651284686,0.39294347341018965,0.8,0.8,0.8
69,sofa,motion_blur,18.099287033081055,15.821374893188477,1.0,0.19830413566914648,0.1360580231880989,0.33206164486956047,0.2801268963094689,0.26150160894015567,0.8,0.5,0.5
70,person,salt_pepper,7.017533779144287,13.511737823486328,1.0,0.25299960126146376,0.21900862444463803,0.8935281259511358,0.8648261025457153,0.8993830746673306,1.0,1.0,1.0
70,person,overexposure,-0.006764091085642576,7.304032325744629,1.0,0.49515112637258973,0.4581836839404823,0.8935281259511358,0.9120275862068965,0.9530245772763634,1.0,1.0,1.0
