epoch,train_loss,val_loss
1,0.10860807758569717,0.10884897947311402
2,0.09995775512854259,0.10683140635490418
3,0.09462585457166035,0.10512908577919006
4,0.09138848169644674,0.10459854364395142
5,0.09322296778361003,0.10467713236808777
