distortion_type,sample_idx,distorted_snr,restored_snr,clean_canny_iou,clean_grabcut_iou,clean_dl_f1,distorted_canny_iou,distorted_grabcut_iou,distorted_dl_f1,restored_canny_iou,restored_grabcut_iou,restored_dl_f1
motion_blur,114.58,17.219496650695802,18.247611427307127,1.0,0.6590243589604013,0.8420000000000001,0.13617654353971415,0.5777846452568749,0.6766666666666667,0.20411960092787304,0.6220037670427314,0.68
overexposure,114.58,5.163560969829559,12.497746772766114,1.0,0.6590243589604013,0.8420000000000001,0.5273839888692141,0.5609375955355232,0.8193333333333334,0.5762191348630553,0.6125505687875519,0.8333333333333333
salt_pepper,114.58,10.659875164031982,19.772449951171875,1.0,0.6590243589604013,0.8420000000000001,0.2006327218419752,0.4668385583573906,0.7,0.25334682500689215,0.6737533126164977,0.8393333333333334
