model,condition,distortion_type,class,mean_snr,class_f1_score,support,predicted_positive
clean_trained_resnet50,motion_blur_1,motion_blur,diningtable,24.34345025777817,0.5833333333333334,25,23
clean_trained_resnet50,motion_blur_1,motion_blur,dog,24.34345025777817,0.9215686274509803,53,49
clean_trained_resnet50,motion_blur_1,motion_blur,horse,24.34345025777817,0.7096774193548387,14,17
clean_trained_resnet50,motion_blur_1,motion_blur,motorbike,24.34345025777817,0.72,13,12
clean_trained_resnet50,motion_blur_1,motion_blur,person,24.34345025777817,0.8553846153846154,153,172
clean_trained_resnet50,motion_blur_1,motion_blur,pottedplant,24.34345025777817,0.5217391304347826,22,24
clean_trained_resnet50,motion_blur_1,motion_blur,sheep,24.34345025777817,0.7692307692307693,8,5
clean_trained_resnet50,motion_blur_1,motion_blur,sofa,24.34345025777817,0.5681818181818182,39,49
clean_trained_resnet50,motion_blur_1,motion_blur,train,24.34345025777817,0.896551724137931,14,15
clean_trained_resnet50,motion_blur_1,motion_blur,tvmonitor,24.34345025777817,0.8292682926829268,20,21
fine_tuned_resnet50,motion_blur_1,motion_blur,aeroplane,24.34345025777817,0.9180327868852459,31,30
fine_tuned_resnet50,motion_blur_1,motion_blur,bicycle,24.34345025777817,0.7567567567567568,18,19
fine_tuned_resnet50,motion_blur_1,motion_blur,bird,24.34345025777817,0.8484848484848485,16,17
fine_tuned_resnet50,motion_blur_1,motion_blur,boat,24.34345025777817,0.8125,14,18
fine_tuned_resnet50,motion_blur_1,motion_blur,bottle,24.34345025777817,0.6557377049180327,28,33
fine_tuned_resnet50,motion_blur_1,motion_blur,bus,24.34345025777817,0.7,9,11
fine_tuned_resnet50,motion_blur_1,motion_blur,car,24.34345025777817,0.6835443037974683,43,36
fine_tuned_resnet50,motion_blur_1,motion_blur,cat,24.34345025777817,0.9117647058823529,35,33
fine_tuned_resnet50,motion_blur_1,motion_blur,chair,24.34345025777817,0.6407766990291263,58,45
fine_tuned_resnet50,motion_blur_1,motion_blur,cow,24.34345025777817,0.75,10,14
fine_tuned_resnet50,motion_blur_1,motion_blur,diningtable,24.34345025777817,0.6538461538461539,25,27
fine_tuned_resnet50,motion_blur_1,motion_blur,dog,24.34345025777817,0.8620689655172413,53,63
fine_tuned_resnet50,motion_blur_1,motion_blur,horse,24.34345025777817,0.7142857142857143,14,14
fine_tuned_resnet50,motion_blur_1,motion_blur,motorbike,24.34345025777817,0.75,13,11
fine_tuned_resnet50,motion_blur_1,motion_blur,person,24.34345025777817,0.86,153,147
fine_tuned_resnet50,motion_blur_1,motion_blur,pottedplant,24.34345025777817,0.5454545454545454,22,22
fine_tuned_resnet50,motion_blur_1,motion_blur,sheep,24.34345025777817,0.7777777777777778,8,10
fine_tuned_resnet50,motion_blur_1,motion_blur,sofa,24.34345025777817,0.5411764705882353,39,46
fine_tuned_resnet50,motion_blur_1,motion_blur,train,24.34345025777817,0.9032258064516129,14,17
fine_tuned_resnet50,motion_blur_1,motion_blur,tvmonitor,24.34345025777817,0.68,20,30
clean_trained_resnet50,motion_blur_3,motion_blur,aeroplane,17.283337541818618,0.8727272727272727,31,24
clean_trained_resnet50,motion_blur_3,motion_blur,bicycle,17.283337541818618,0.7222222222222222,18,18
clean_trained_resnet50,motion_blur_3,motion_blur,bird,17.283337541818618,0.7857142857142857,16,12
clean_trained_resnet50,motion_blur_3,motion_blur,boat,17.283337541818618,0.6363636363636364,14,8
clean_trained_resnet50,motion_blur_3,motion_blur,bottle,17.283337541818618,0.38095238095238093,28,14
clean_trained_resnet50,motion_blur_3,motion_blur,bus,17.283337541818618,0.75,9,7
clean_trained_resnet50,motion_blur_3,motion_blur,car,17.283337541818618,0.5714285714285714,43,41
clean_trained_resnet50,motion_blur_3,motion_blur,cat,17.283337541818618,0.7887323943661971,35,36
clean_trained_resnet50,motion_blur_3,motion_blur,chair,17.283337541818618,0.4444444444444444,58,32
clean_trained_resnet50,motion_blur_3,motion_blur,cow,17.283337541818618,0.5714285714285714,10,4
clean_trained_resnet50,motion_blur_3,motion_blur,diningtable,17.283337541818618,0.30303030303030304,25,8
clean_trained_resnet50,motion_blur_3,motion_blur,dog,17.283337541818618,0.7777777777777778,53,37
clean_trained_resnet50,motion_blur_3,motion_blur,horse,17.283337541818618,0.5714285714285714,14,14
clean_trained_resnet50,motion_blur_3,motion_blur,motorbike,17.283337541818618,0.6,13,17
clean_trained_resnet50,motion_blur_3,motion_blur,person,17.283337541818618,0.7445652173913043,153,215
clean_trained_resnet50,motion_blur_3,motion_blur,pottedplant,17.283337541818618,0.35714285714285715,22,6
clean_trained_resnet50,motion_blur_3,motion_blur,sheep,17.283337541818618,0.5454545454545454,8,3
clean_trained_resnet50,motion_blur_3,motion_blur,sofa,17.283337541818618,0.21739130434782608,39,7
clean_trained_resnet50,motion_blur_3,motion_blur,train,17.283337541818618,0.8275862068965517,14,15
clean_trained_resnet50,motion_blur_3,motion_blur,tvmonitor,17.283337541818618,0.5454545454545454,20,13
fine_tuned_resnet50,motion_blur_3,motion_blur,aeroplane,17.283337541818618,0.8852459016393442,31,30
fine_tuned_resnet50,motion_blur_3,motion_blur,bicycle,17.283337541818618,0.5833333333333334,18,30
fine_tuned_resnet50,motion_blur_3,motion_blur,bird,17.283337541818618,0.6285714285714286,16,19
fine_tuned_resnet50,motion_blur_3,motion_blur,boat,17.283337541818618,0.72,14,11
fine_tuned_resnet50,motion_blur_3,motion_blur,bottle,17.283337541818618,0.45901639344262296,28,33
fine_tuned_resnet50,motion_blur_3,motion_blur,bus,17.283337541818618,0.5833333333333334,9,15
fine_tuned_resnet50,motion_blur_3,motion_blur,car,17.283337541818618,0.5684210526315789,43,52
fine_tuned_resnet50,motion_blur_3,motion_blur,cat,17.283337541818618,0.7887323943661971,35,36
fine_tuned_resnet50,motion_blur_3,motion_blur,chair,17.283337541818618,0.6055045871559633,58,51
fine_tuned_resnet50,motion_blur_3,motion_blur,cow,17.283337541818618,0.7,10,10
fine_tuned_resnet50,motion_blur_3,motion_blur,diningtable,17.283337541818618,0.5172413793103449,25,33
fine_tuned_resnet50,motion_blur_3,motion_blur,dog,17.283337541818618,0.7758620689655172,53,63
fine_tuned_resnet50,motion_blur_3,motion_blur,horse,17.283337541818618,0.4827586206896552,14,15
fine_tuned_resnet50,motion_blur_3,motion_blur,motorbike,17.283337541818618,0.6,13,17
fine_tuned_resnet50,motion_blur_3,motion_blur,person,17.283337541818618,0.7719298245614035,153,189
fine_tuned_resnet50,motion_blur_3,motion_blur,pottedplant,17.283337541818618,0.5945945945945946,22,15
fine_tuned_resnet50,motion_blur_3,motion_blur,sheep,17.283337541818618,0.5454545454545454,8,3
fine_tuned_resnet50,motion_blur_3,motion_blur,sofa,17.283337541818618,0.5,39,29
fine_tuned_resnet50,motion_blur_3,motion_blur,train,17.283337541818618,0.6666666666666666,14,22
fine_tuned_resnet50,motion_blur_3,motion_blur,tvmonitor,17.283337541818618,0.6363636363636364,20,24
clean_trained_resnet50,motion_blur_6,motion_blur,aeroplane,12.498844372034073,0.358974358974359,31,8
clean_trained_resnet50,motion_blur_6,motion_blur,bicycle,12.498844372034073,0.0,18,0
clean_trained_resnet50,motion_blur_6,motion_blur,bird,12.498844372034073,0.20689655172413793,16,13
clean_trained_resnet50,motion_blur_6,motion_blur,boat,12.498844372034073,0.1111111111111111,14,4
clean_trained_resnet50,motion_blur_6,motion_blur,bottle,12.498844372034073,0.0,28,5
clean_trained_resnet50,motion_blur_6,motion_blur,bus,12.498844372034073,0.0,9,0
clean_trained_resnet50,motion_blur_6,motion_blur,car,12.498844372034073,0.0,43,0
clean_trained_resnet50,motion_blur_6,motion_blur,cat,12.498844372034073,0.37735849056603776,35,18
clean_trained_resnet50,motion_blur_6,motion_blur,chair,12.498844372034073,0.0,58,2
clean_trained_resnet50,motion_blur_6,motion_blur,cow,12.498844372034073,0.0,10,0
clean_trained_resnet50,motion_blur_6,motion_blur,diningtable,12.498844372034073,0.0,25,0
clean_trained_resnet50,motion_blur_6,motion_blur,dog,12.498844372034073,0.09836065573770492,53,8
clean_trained_resnet50,motion_blur_6,motion_blur,horse,12.498844372034073,0.0,14,0
clean_trained_resnet50,motion_blur_6,motion_blur,motorbike,12.498844372034073,0.0,13,0
clean_trained_resnet50,motion_blur_6,motion_blur,person,12.498844372034073,0.5042016806722689,153,85
clean_trained_resnet50,motion_blur_6,motion_blur,pottedplant,12.498844372034073,0.0,22,0
clean_trained_resnet50,motion_blur_6,motion_blur,sheep,12.498844372034073,0.0,8,0
clean_trained_resnet50,motion_blur_6,motion_blur,sofa,12.498844372034073,0.05,39,1
clean_trained_resnet50,motion_blur_6,motion_blur,train,12.498844372034073,0.0,14,0
clean_trained_resnet50,motion_blur_6,motion_blur,tvmonitor,12.498844372034073,0.0,20,0
fine_tuned_resnet50,motion_blur_6,motion_blur,aeroplane,12.498844372034073,0.6440677966101694,31,28
fine_tuned_resnet50,motion_blur_6,motion_blur,bicycle,12.498844372034073,0.08695652173913043,18,5
fine_tuned_resnet50,motion_blur_6,motion_blur,bird,12.498844372034073,0.35294117647058826,16,18
fine_tuned_resnet50,motion_blur_6,motion_blur,boat,12.498844372034073,0.34782608695652173,14,9
fine_tuned_resnet50,motion_blur_6,motion_blur,bottle,12.498844372034073,0.19607843137254902,28,23
fine_tuned_resnet50,motion_blur_6,motion_blur,bus,12.498844372034073,0.18181818181818182,9,2
fine_tuned_resnet50,motion_blur_6,motion_blur,car,12.498844372034073,0.34951456310679613,43,60
fine_tuned_resnet50,motion_blur_6,motion_blur,cat,12.498844372034073,0.40816326530612246,35,14
fine_tuned_resnet50,motion_blur_6,motion_blur,chair,12.498844372034073,0.136986301369863,58,15
fine_tuned_resnet50,motion_blur_6,motion_blur,cow,12.498844372034073,0.3076923076923077,10,3
fine_tuned_resnet50,motion_blur_6,motion_blur,diningtable,12.498844372034073,0.23809523809523808,25,17
fine_tuned_resnet50,motion_blur_6,motion_blur,dog,12.498844372034073,0.38095238095238093,53,31
fine_tuned_resnet50,motion_blur_6,motion_blur,horse,12.498844372034073,0.0,14,4
fine_tuned_resnet50,motion_blur_6,motion_blur,motorbike,12.498844372034073,0.07407407407407407,13,14
fine_tuned_resnet50,motion_blur_6,motion_blur,person,12.498844372034073,0.6299212598425197,153,228
fine_tuned_resnet50,motion_blur_6,motion_blur,pottedplant,12.498844372034073,0.08,22,3
fine_tuned_resnet50,motion_blur_6,motion_blur,sheep,12.498844372034073,0.2222222222222222,8,1
fine_tuned_resnet50,motion_blur_6,motion_blur,sofa,12.498844372034073,0.09302325581395349,39,4
fine_tuned_resnet50,motion_blur_6,motion_blur,train,12.498844372034073,0.37037037037037035,14,13
fine_tuned_resnet50,motion_blur_6,motion_blur,tvmonitor,12.498844372034073,0.23076923076923078,20,6
