target_class,condition,distortion_type,severity_level,severity_label,params,sample_idx,snr,canny_iou_vs_clean,grabcut_iou_gt,dl_f1_score,dl_jaccard_score
chair,salt_pepper_L3,salt_pepper,3,L3,{'amount': 0.03},29.0,15.257953643798828,0.2984642726941305,0.9678963319051103,0.5,0.3333333333333333
chair,salt_pepper_L4,salt_pepper,4,L4,{'amount': 0.07},29.0,11.70097827911377,0.16874292185730463,0.6737890593621978,0.5,0.3333333333333333
chair,salt_pepper_L5,salt_pepper,5,L5,{'amount': 0.15},29.0,8.564892768859863,0.11032248671471209,0.8948628562672387,0.0,0.0
chair,salt_pepper_L6,salt_pepper,6,L6,{'amount': 0.3},29.0,5.857191562652588,0.085232995658466,0.5546447523280543,0.0,0.0
cow,clean,clean,0,Clean,{},84.33333333333333,inf,1.0,0.8002652028805963,0.5555555555555555,0.5
cow,motion_blur_L1,motion_blur,1,L1,{'kernel_size': 3},84.33333333333333,20.41319211324056,0.48964359662461837,0.8082046999139462,0.6666666666666666,0.6666666666666666
cow,motion_blur_L2,motion_blur,2,L2,{'kernel_size': 7},84.33333333333333,17.406280517578125,0.23989985411853743,0.7880557222669499,0.3333333333333333,0.3333333333333333
cow,motion_blur_L3,motion_blur,3,L3,{'kernel_size': 11},84.33333333333333,16.302162806193035,0.16569368633049478,0.7766292243909239,0.2222222222222222,0.16666666666666666
cow,motion_blur_L4,motion_blur,4,L4,{'kernel_size': 15},84.33333333333333,15.619856516520182,0.13135586699410146,0.7779594721957985,0.0,0.0
cow,motion_blur_L5,motion_blur,5,L5,{'kernel_size': 25},84.33333333333333,14.68463389078776,0.08713954036379805,0.7318033096265298,0.0,0.0
cow,motion_blur_L6,motion_blur,6,L6,{'kernel_size': 41},84.33333333333333,13.732550938924154,0.05356666059783464,0.7100815454063992,0.0,0.0
cow,overexposure_L1,overexposure,1,L1,"{'factor': 1.1, 'bias': 10}",84.33333333333333,15.467157363891602,0.8829793644070548,0.8017192116557075,0.5555555555555555,0.5
cow,overexposure_L2,overexposure,2,L2,"{'factor': 1.3, 'bias': 20}",84.33333333333333,7.793443361918132,0.7227266487786991,0.8006780736739736,0.6666666666666666,0.6666666666666666
cow,overexposure_L3,overexposure,3,L3,"{'factor': 1.6, 'bias': 35}",84.33333333333333,3.508707841237386,0.5119373033887248,0.7675947421339303,0.6666666666666666,0.6666666666666666
cow,overexposure_L4,overexposure,4,L4,"{'factor': 2.0, 'bias': 50}",84.33333333333333,1.3143890301386516,0.3367342714971693,0.5984203963190727,0.6666666666666666,0.6666666666666666
cow,overexposure_L5,overexposure,5,L5,"{'factor': 2.5, 'bias': 75}",84.33333333333333,-0.023767133553822834,0.1941989849962685,0.5627518854995983,0.2222222222222222,0.16666666666666666
cow,overexposure_L6,overexposure,6,L6,"{'factor': 3.2, 'bias': 100}",84.33333333333333,-0.845168282588323,0.10392240052172329,0.509930003939859,0.3333333333333333,0.3333333333333333
cow,salt_pepper_L1,salt_pepper,1,L1,{'amount': 0.005},84.33333333333333,21.730858484903973,0.8076424690204987,0.6326669449481565,0.5555555555555555,0.5
cow,salt_pepper_L2,salt_pepper,2,L2,{'amount': 0.01},84.33333333333333,18.719088872273762,0.6853094274619487,0.6284610981097095,0.6666666666666666,0.6666666666666666
cow,salt_pepper_L3,salt_pepper,3,L3,{'amount': 0.03},84.33333333333333,13.960831642150879,0.4406679709752746,0.3309654824057112,0.2222222222222222,0.16666666666666666
cow,salt_pepper_L4,salt_pepper,4,L4,{'amount': 0.07},84.33333333333333,10.419711112976074,0.2781555142298396,0.31715736494567776,0.5555555555555555,0.5
cow,salt_pepper_L5,salt_pepper,5,L5,{'amount': 0.15},84.33333333333333,7.255935986836751,0.1886961094497032,0.29785947733036094,0.0,0.0
cow,salt_pepper_L6,salt_pepper,6,L6,{'amount': 0.3},84.33333333333333,4.588109095891316,0.1493053503939237,0.2883949834505195,0.0,0.0
dog,clean,clean,0,Clean,{},99.33333333333333,inf,1.0,0.8378202291898966,0.8888888888888888,0.8333333333333334
dog,motion_blur_L1,motion_blur,1,L1,{'kernel_size': 3},99.33333333333333,24.136751174926758,0.4719453229626727,0.8496553663866843,0.8888888888888888,0.8333333333333334
dog,motion_blur_L2,motion_blur,2,L2,{'kernel_size': 7},99.33333333333333,19.959097544352215,0.1501514588712059,0.8023411252670677,0.8888888888888888,0.8333333333333334
dog,motion_blur_L3,motion_blur,3,L3,{'kernel_size': 11},99.33333333333333,18.491764068603516,0.1040186305475384,0.7187491509978288,0.8888888888888888,0.8333333333333334
dog,motion_blur_L4,motion_blur,4,L4,{'kernel_size': 15},99.33333333333333,17.37308120727539,0.084700318271676,0.6974039214650721,0.7222222222222222,0.611111111111111
dog,motion_blur_L5,motion_blur,5,L5,{'kernel_size': 25},99.33333333333333,15.67326831817627,0.06136628489703844,0.6690956812657997,0.5,0.4444444444444444
dog,motion_blur_L6,motion_blur,6,L6,{'kernel_size': 41},99.33333333333333,14.28413200378418,0.042001448265600864,0.6692597941736569,0.16666666666666666,0.1111111111111111
dog,overexposure_L1,overexposure,1,L1,"{'factor': 1.1, 'bias': 10}",99.33333333333333,14.952143033345541,0.8538247870248613,0.8487970071863993,0.8888888888888888,0.8333333333333334
dog,overexposure_L2,overexposure,2,L2,"{'factor': 1.3, 'bias': 20}",99.33333333333333,7.533865292867024,0.6201246257214522,0.7856967819116344,0.8888888888888888,0.8333333333333334
dog,overexposure_L3,overexposure,3,L3,"{'factor': 1.6, 'bias': 35}",99.33333333333333,3.054921269416809,0.363150522509086,0.7485342510009302,0.8888888888888888,0.8333333333333334
dog,overexposure_L4,overexposure,4,L4,"{'factor': 2.0, 'bias': 50}",99.33333333333333,0.07379920283953349,0.24727928852282788,0.8177101082515135,0.8888888888888888,0.8333333333333334
dog,overexposure_L5,overexposure,5,L5,"{'factor': 2.5, 'bias': 75}",99.33333333333333,-1.9039120276769002,0.2024494325064045,0.36251564836731626,0.8888888888888888,0.8333333333333334
dog,overexposure_L6,overexposure,6,L6,"{'factor': 3.2, 'bias': 100}",99.33333333333333,-2.75105519592762,0.11428685635656329,0.3256921920699009,0.3333333333333333,0.3333333333333333
dog,salt_pepper_L1,salt_pepper,1,L1,{'amount': 0.005},99.33333333333333,20.45464833577474,0.6214842873219274,0.8250447140407452,0.8888888888888888,0.8333333333333334
dog,salt_pepper_L2,salt_pepper,2,L2,{'amount': 0.01},99.33333333333333,17.521259307861328,0.4713537565118939,0.7778204204806558,0.8888888888888888,0.8333333333333334
dog,salt_pepper_L3,salt_pepper,3,L3,{'amount': 0.03},99.33333333333333,12.796423276265463,0.25677246545882765,0.6246812077721259,0.8888888888888888,0.8333333333333334
dog,salt_pepper_L4,salt_pepper,4,L4,{'amount': 0.07},99.33333333333333,9.215935230255127,0.14711768148173665,0.5458940263741346,0.8888888888888888,0.8333333333333334
dog,salt_pepper_L5,salt_pepper,5,L5,{'amount': 0.15},99.33333333333333,6.128608067830403,0.09647889963318228,0.548040622203303,0.7777777777777777,0.6666666666666666
dog,salt_pepper_L6,salt_pepper,6,L6,{'amount': 0.3},99.33333333333333,3.50585142771403,0.07700242071796248,0.29227012462108454,0.7777777777777777,0.6666666666666666
horse,clean,clean,0,Clean,{},169.0,inf,1.0,0.6927512496661672,0.8333333333333333,0.75
horse,motion_blur_L1,motion_blur,1,L1,{'kernel_size': 3},169.0,24.413576126098633,0.5690119486074503,0.6919710464674658,0.8333333333333333,0.75
