distortion_type,condition,distorted_snr,restored_snr,fine_tuned_snr,clean_f1,distorted_f1,restored_f1,fine_tuned_f1
salt_pepper,salt_pepper_3,10.662903022766113,19.772449951171875,10.0974344111979,0.826,0.7166666666666667,0.8206666666666667,0.7433452380952381
overexposure,overexposure_3,1.977762118736282,7.379728908538818,1.200239234673791,0.826,0.7853333333333333,0.6859999999999999,0.7882242063492063
motion_blur,motion_blur_3,17.219496650695802,14.803081645965577,17.030956716537474,0.826,0.638,0.588,0.7215952380952382
